,Company Name,Date of Tweet,Text of Tweet,Tweet ID
571,Blink Charging Co,18-Aug-21,"The purchase and installation of the host owned Blink IQ 200 chargers were made possible by @MassDEP and @EversourceCorp, which provided funding to support this deployment via the MassEVIP Workplace and Fleet Charging program, as well as the Eversource Make-Ready program. $BLNK",1427986766477369348
572,Blink Charging Co,18-Aug-21,"Blink is pleased to announce the deployment of five fast IQ 200 Level 2 AC EV charging stations at the Holiday Manufacturing Inc. facility in Framingham, Massachusetts. https://t.co/TYNeYCt4BI $BLNK https://t.co/QhDxrImjhS",1427986764451524608
573,Blink Charging Co,17-Aug-21,"“Worked like a charm!"" ⚡🔋 Swing by our chargers in Lincoln, IL to get a quick charge!  Repost: @plugshare https://t.co/P3x5DI62Ua",1427631821827842055
574,Blink Charging Co,16-Aug-21,Happy National Tell a Joke Day!🔋⚡️ https://t.co/rMoP5bii9B,1427383545794805765
575,Blink Charging Co,16-Aug-21,@teslaownersSV Glad to have you as a part of our electric family! Charge on!⚡️👍,1427256817567117317
576,Blink Charging Co,15-Aug-21,"Be proud of your clean energy! Become a Blink member to access your dashboard and see how many pounds of CO2 you have helped reduce, and how much money you have saved.⚡🌏 https://t.co/JSwcobwYtQ",1426967129883090950
577,Blink Charging Co,14-Aug-21,"This week, @JuicedBikes announced the launch of their new electric bicycle version of the Cross Current X Step- Through! 🚲⚡ Read more here: https://t.co/c4XZNUrQ13",1426589693622329348
578,Blink Charging Co,13-Aug-21,Forget the bad luck today! We are choosing to have an electrifying Friday. 😎⚡ https://t.co/fCdv5QEdHE,1426257618008424449
579,Blink Charging Co,12-Aug-21,It's time to put an end to charger deserts!  ⚡🔋 Read more here: https://t.co/s8av8FLCmm,1425921306286034951
580,Bloom Energy Corp,11-Sep-20,The unpredictability of 2020 has brought a need for resilient energy solutions. Bloom's fuel cells continue to achieve new milestones in the field as they power customers during critical times of need: https://t.co/snMY0oCphP #TogetherWeCan #BeTheSolution,1304499137157701634
581,Bloom Energy Corp,10-Sep-20,Energy resilience is emerging as a critical aspect of disaster preparedness. Find out how the Bloom #microgrid can help businesses like @StopandShop #BEprepared against power outages: https://t.co/ppKJ67Fmyj https://t.co/mRnKZC8woJ,1304121157864615936
582,Bloom Energy Corp,09-Sep-20,"California #wildfires have burned more than 2.3M acres in 2020, leaving thousands of homes and businesses without power. Learn how #microgrids can keep the lights on during times of crisis: https://t.co/BWLL09vBcF",1303842621522169856
583,Bloom Energy Corp,09-Sep-20,"How can we help bolster the nation's power resiliency against the severe, climate-induced weather disruptions of the 21st century? #Microgrids: https://t.co/NojNHP6utB",1303786713538613249
584,Bloom Energy Corp,03-Sep-20,Bloom joins forces with @PTSDataCenter to unveil blueprints for a one-of-a-kind data center facility designed to meet the demands of our #digitalfuture. Register now: https://t.co/vOtY8Cxenv https://t.co/53yTFkz5d2,1301644731055837187
585,Bloom Energy Corp,02-Sep-20,Bloom + SK E&amp;C powered on two new fuel cell deployments to meet growing energy demand in South Korea. Details: https://t.co/qxd3nORpT4 #TogetherWeCan #BeTheSolution https://t.co/FayjKtWVyc,1301271219011018752
586,Bloom Energy Corp,31-Aug-20,"Last #wildfire season, California's power shutoffs sent as many as 100,000 businesses into darkness – forced to scramble to serve clients, keep their doors open, and reduce damage to their bottom lines. This shouldn't be California's new normal: https://t.co/veV4H7OFlq https://t.co/YLkPR9zeVV",1300470531465019393
587,Bloom Energy Corp,26-Aug-20,"In the face of an intense #heatwave, #blackouts &amp; devastating #wildfires, Bloom and its customers sent power back to the grid, reducing grid capacity constraints and providing enough power for nearly 15,000 homes. #BEprepared #TogetherWeCan #BeTheSolution https://t.co/rX5vFWGXMl",1298721803972431872
588,Bloom Energy Corp,25-Aug-20,@StopandShop president Gordon Reid highlights the importance of #energy resilience for grocery stores and other retailers who serve their communities during and after severe weather.  More on the benefits of #microgrids: https://t.co/PdKr6nvykX https://t.co/IjQCFowm29,1298321431349125124
589,Bloom Energy Corp,24-Aug-20,Electricity provides safety and allows us to stay connected during crises. AlwaysON Microgrids provide a safe haven of power...not sometimes...not until there’s an outage... Always. #BEprepared #TogetherWeCan #BeTheSolution  https://t.co/QsIgn8w9IQ,1298024510474670081
590,BLUCORA INC,17-Feb-15,RT @425Business: Look inside the offices of @Blucora. by @rachelcoward http://t.co/TNyll5J1uC,567781847782801408
591,BLUCORA INC,13-Feb-15,RT @425Business: Look inside the offices of @Blucora. by @rachelcoward http://t.co/0YmcKXCEFB,566363666128187393
592,BLUCORA INC,11-Feb-15,RT @RTSeattle: Rebuilding Together Seattle is thrilled to announce that Blucora is joining us as a new sponsor!  Blucora... http://t.co/mtd…,565299562605449216
593,BLUCORA INC,06-Feb-15,"Blucora to Announce Fourth Quarter and Full Year 2014 Financial Results February 12, 2015 http://t.co/f4UBE7zmfA",563698631992422400
594,BLUCORA INC,26-Jan-15,"RT @TaxACT: There are dozens of itemized deductions available, but here are a few of the most common deductions families claim: http://t.co…",559822189617098754
595,BLUCORA INC,26-Jan-15,RT @TaxACT: Don’t assume your filing status is Single just because you’re single http://t.co/3wUlu7jGSX 5 Tax Tips Every Parent Should Know,559799808349585409
596,BLUCORA INC,26-Jan-15,RT @TaxACT: A Complete Tax Planning Guide for Working Millennials http://t.co/YvWMpsHxVQ http://t.co/6pgnS6E4TL,559794581311475712
597,BLUCORA INC,26-Jan-15,"RT @TaxACT: Here’s how the ACA may affect your 2014 tax return, depending on your situation: http://t.co/VwMrF7cZzT #YouGotThis #ACA",559786227860115457
598,BLUCORA INC,21-Jan-15,How Tax Brackets Work: Examples and Myth Busting http://t.co/ZzXA455XIC … via .@taxact,558025111584768001
599,BLUCORA INC,15-Jan-15,@jguynn @mattkrantz @USATODAY .@Blucora does!,555854639824785408
600,Bristow Group,21-Jul-17,Working together with @RNLI @MCA_media #savinglives. https://t.co/utKwXqAfcH,888392704056545281
601,Bristow Group,19-Jul-17,Well done to our #NewquaySAR #helicopter crew for rescuing residents from their home in #Coverack last night #UKSAR #savinglives #bristow https://t.co/9hqHlpU4mb,887691403979042817
602,Bristow Group,14-Jul-17,Another lovely photo of HRH The Princess Royal's visit to #LeeOnSolentSAR. #BristowSAR https://t.co/WAVIDvlvQD https://t.co/Rt6PdkqcWo,885925687051395072
603,Bristow Group,14-Jul-17,"Bristow will release financial results for its fiscal 2018 first quarter ended June 30, 2017, on August 3, 2017.  https://t.co/bFA6RicHHN",885854449780084736
604,Bristow Group,14-Jul-17,'Absolutely honoured to have HRH Princess Royal visit us today at Daedalus.' Richard Parkes Director of Maritime Operations #royalvisit https://t.co/h9WupeT1re,885813184040497152
605,Bristow Group,10-Jul-17,#StornowaySAR has officially transferred into the #UKSAR contract! https://t.co/ltG6WWWeEO https://t.co/Nm7DWghr0Q,884476904522338304
606,Bristow Group,04-Jul-17,#PrestwickSAR has commenced ops using the #AW189 #SARhelicopter  https://t.co/ntJORG8lbN https://t.co/1T4JQYTdF0,882253257233514496
607,Bristow Group,29-Jun-17,#PrestwickSAR has helped in #savinglives completing 500 missions since go-live Jan  2016. #BristowSAR @MCA_media https://t.co/BrpLuhUItT https://t.co/Ionw1WXkm5,880439251376242688
608,Bristow Group,26-Jun-17,Bristow teams with Blade to provide high-end on demand helicopter service in the greater New York area. https://t.co/fzLI3xKMTY https://t.co/tJB513b3Og,879360365729075200
609,Bristow Group,23-Jun-17,"Bristow will present at the 2017 J.P. Morgan Energy Equity Conference in New York City on June 26 – 28, 2017.  https://t.co/63Sn13FpYt",878247168448110593
610,Bristow Group Inc (pre-merger),08-May-17,Congrats to @Lider_Aviacao on obtaining FAA certification to perform maintenance on US aircraft operating in O&amp;G. https://t.co/PZwnZvFBP5 https://t.co/cibWiLYIRu,861595370069118976
611,Bristow Group Inc (pre-merger),03-May-17,Bristow announces new contract with @HessCorporation for medevac and SAR in Gulf of Mexico. #BristowSAR  https://t.co/ZbOLSTJxYp https://t.co/BSHCbQ73wA,859842588337164289
612,Bristow Group Inc (pre-merger),03-May-17,"Bristow to release fiscal 2017 fourth quarter and year end financial results on May 23, 2017. https://t.co/V6jLxGKzZW",859753270251794432
613,Bristow Group Inc (pre-merger),02-May-17,The south-west coast of Scotland will see a new @AgustaWestland AW189 Coastguard SAR helicopter in the skies. https://t.co/LXbwAPfeFQ https://t.co/b4ffiYIwY8,859461612314513408
614,Bristow Group Inc (pre-merger),02-May-17,#PrestwickSAR #savinglives #BristowSAR Surfer found alive after 32 hours at sea @CNN https://t.co/MJZs5HXfAh,859428314867523585
615,Bristow Group Inc (pre-merger),02-May-17,Bristow Norway commences operations on new contracts at new Florø base and at Bergen. https://t.co/gE1GTnhR3q https://t.co/I9VKtxzine,859409692577206272
616,Bristow Group Inc (pre-merger),02-May-17,Thanks @verticalmag for the article about #BristowSAR Gulf of Mexico #saving lives https://t.co/NNQzxchlFR,859396676217442304
617,Bristow Group Inc (pre-merger),02-May-17,Dramatic moment surfer is plucked from the water by our #Prestwick #SAR helicopter crew after more than 30 hours missing at sea #savinglives https://t.co/xoHrgBdTkq,859393637570011136
618,Bristow Group Inc (pre-merger),01-May-17,RT @AgustaWestland: Here's how we plan to write the future of aviation #Leonardo #AW609 #TiltRotor #Philadelphia via @cbslocal #avgeek http…,859012616659886081
619,Bristow Group Inc (pre-merger),27-Apr-17,Thanks to @walkhighlands and @selfpwrd for the article about #PrestwickSAR #UKSAR https://t.co/O5G2cAdbSV,857632543901986819
620,BROADVISION INC,16-Apr-13,RT @smg_Siobhan: More Than a Game: Introducing Game Mechanics to the Workforce by @_richardhughes http://t.co/sWp29a2YQA via @cmswire,324078226186055680
621,BROADVISION INC,01-Mar-13,RT @KMWorldMagazine: Congratulations @BroadVision on being named to the #KM100 Companies That Matter in #KM! http://t.co/5rOAdYVzp6,307510305750134785
622,BROADVISION INC,25-Feb-13,RT @SelfHelpSupport: BroadVision Named to KMWorld's 100 Companies That Matter in Knowledge ... - NASDAQ http://t.co/evlWRmaoTZ #Knowledg ...,306067541070082048
623,BROADVISION INC,18-Feb-13,RT @socbizpicture: Latest video - The Social Selling Iceberg. There's more to B2B social selling than LinkedIn &amp; Twitter http://t.co ...,303445151118946304
624,BROADVISION INC,14-Feb-13,"BroadVision K2 Achieves Oracle Exadata Ready, Oracle Exalogic Ready, and Oracle SPARC SuperCluster Ready Status http://t.co/NJ701VgQ",301997877931171840
625,BROADVISION INC,13-Feb-13,"RT @socbizpicture: Latest video - part 2 of ""10 things you should measure during your enterprise social network adoption"" http://t.co/2L ...",301658899835142144
626,BROADVISION INC,17-Jan-13,RT @socbizpicture: Latest video - 10 things you should measure during your enterprise social network adoption (part 1) http://t.co/5NBQP ...,291917717592739843
627,BROADVISION INC,14-Jan-13,RT @BillIves: post - @BroadVision Offers Social Engagement Analysis Consulting Service http://t.co/Zp2jv9Bi,290840994419728384
628,BROADVISION INC,14-Dec-12,"RT @socbizpicture: 3 types of social network, and why your integrated #socbiz strategy needs to include each of them http://t.co/tFszBboE",279607525744181248
629,BROADVISION INC,13-Dec-12,"Introducing ""The Bigger Picture: strategies for success in social business"", new video blog series http://t.co/shEZobcy #socbiz",279239129852674048
630,Brookfield Property REIT Inc,19-Aug-21,"@KRose513 Greetings,  We are happy to help you. Can you please share with us the name of your business and location you are referring to.",1428432999545286658
631,Brookfield Property REIT Inc,19-Aug-21,"Placemaking is a cornerstone of our philosophy: positioning and curating our properties to become an integral part of our local communities worldwide. It is what makes Brookfield Properties a leader today, and what has already positioned us for continued success tomorrow. https://t.co/37OstNFsZR",1428431829430853634
632,Brookfield Property REIT Inc,10-Aug-21,"Level99 is a 48,000 sf complex featuring 43 challenge rooms that mentally and physically test teams of 2-6 as they work together to unlock challenges and rewards. This is the 1st location in the country and is quickly capturing the attention of excited Bostonians! https://t.co/Ag8ECRH8zR",1425141150936076292
633,Brookfield Property REIT Inc,05-Aug-21,"As we revolutionize retail, ESG remains a crucial part of our effort to impact communities. In 2020, +112M sq. ft. of retail space was @WELLcertified, $480M in rent relief was provided to tenants, and 600k meals were donated. View our 2020 ESG Report. https://t.co/SCYoHM6GO1 https://t.co/cmrl3z63B5",1423294448075563009
634,Brookfield Property REIT Inc,02-Aug-21,"New York Curator, Kendal Henry's contributions to Brookfield Place  NY  — one of our iconic placemaking destinations —  has elevated the property, creating a space that transcends beauty to become a means of socializing and storytelling. Learn more: https://t.co/dFh1Okl1Yz",1422240779955748864
635,Brookfield Property REIT Inc,27-Jul-21,"Our malls are getting back to business! Traffic at Staten Island Mall is getting back to pre-pandemic levels during the week and is back to that level on weekends. The mall has opened up new stores including Newburyport Comics, Bistro Thai, &amp; Sugar Bear.   https://t.co/OXxNwJYD2y",1420112253462978576
636,Brookfield Property REIT Inc,22-Jul-21,"UpWest, a sustainable clothing brand with a mission to give back, has opened a new store at Park Meadows. The store marks the brand's 6th physical location in the U.S., and will be joining us shortly at Oakbrook Center as well. We love being part of brands' expansion stories! https://t.co/95izdIg243",1418295791391760395
637,Brookfield Property REIT Inc,19-Jul-21,"With 2020's profound impact on business, you’d expect more stores to close than to open right? Wrong! In fact, 2021 store openings are outpacing store closings by 10%!  We’re excited to see — and be part of — this year’s brick-and-mortar growth!   *Coresight Research https://t.co/mYqTzv9LlY",1417169113739366402
638,Brookfield Property REIT Inc,16-Jul-21,We're bringing new inspiration to the shopping center. Want to join us? Fill out the form here: https://t.co/L37fAG59gj #inspiration #retail #growwithus #brickandmortarisback https://t.co/SwkdmTWLg0,1416055286301921281
639,Brookfield Property REIT Inc,07-Jul-21,Fabletics has come a long way since opening its first five physical stores in the country with us in 2015! We currently have 16 permanent leases with the active–lifestyle brand and are opening stores later this year at 7 properties. @fabletics https://t.co/HpFUbHlvj5,1412794023014813696
640,"Burlington Stores, Inc.",02-Nov-17,Your signature scent awaits! https://t.co/ew4B7hLm3p https://t.co/9h0QDPhwJL,926131917732368387
641,"Burlington Stores, Inc.",01-Nov-17,The holidays are almost here &amp; we rounded up our 10 top dresses under $25! Plus get FREE SHIPPING on orders over $25 https://t.co/pc6AIgKHQd https://t.co/Bq2hxnd5qq,925769462560813056
642,"Burlington Stores, Inc.",01-Nov-17,"I added a video to a @YouTube playlist https://t.co/tvnYslygzr Cualquiera Que Sea la temperatura, la Familia Jiménez Esta Lista",925718102985330691
643,"Burlington Stores, Inc.",31-Oct-17,RT @MariemontSchool: Thanks @Burlington &amp; @adopt_classroom for your $10K donation to @mariemontelem! #BurlingtonLovesTeachers https://t.co/…,925459601490837504
644,"Burlington Stores, Inc.",31-Oct-17,I added a video to a @YouTube playlist https://t.co/oyR73XCsEz The Davis Family Gets Cold-Weather Ready with Burlington,925377100424663042
645,"Burlington Stores, Inc.",31-Oct-17,Hey BOO-tiful – Happy Halloween! https://t.co/eb2B0N1WKD,925350990781575168
646,"Burlington Stores, Inc.",30-Oct-17,"@realdavidmoble @boondogglecast @JamieHS_ David, Yes, our stores are hiring, you can find all openings here- https://t.co/03vVUz5rUG",925104090811682816
647,"Burlington Stores, Inc.",30-Oct-17,"I added a video to a @YouTube playlist https://t.co/aOdG8Nxse2 Thanks to Burlington, Cold Weather is No Match for the Davis Family",925064059866832902
648,"Burlington Stores, Inc.",30-Oct-17,The cooldown’s coming…time to cuddle up! https://t.co/y7STUZlNh0 https://t.co/lhixqiGGZL,925051762628878337
649,"Burlington Stores, Inc.",29-Oct-17,"A little sparkle, a lot of savings! https://t.co/rfN1THCvHH https://t.co/me5ZpC7Pzj",924682275597574144
650,CADIZ INC,18-Apr-16,Curious about science behind the @CadizWater Project? Check out https://t.co/HQ77UjTFyP and https://t.co/z9U86bD0SO  https://t.co/xxBgjonMF6,722161567186325504
651,CADIZ INC,18-Apr-16,"Seeking Alpha piece on Cadiz Water Project permitting process,  https://t.co/A3ZEUSyJX9 $CDZI",722065384476528641
652,CADIZ INC,15-Apr-16,Well-researched piece from @TDSIanJames on climate change and challenges it may bring for #CAwater supplies.  https://t.co/cJODUX3mSM,721008134026756096
653,CADIZ INC,14-Apr-16,"Odds of La Niña increase for next winter, bringing concerns the drought may drag on #cadrought https://t.co/sfSjC4mieX via @MercNews",720629970490499072
654,CADIZ INC,14-Apr-16,"Devastating photos of the California drought, which just entered its fifth year https://t.co/9AabXAlqNN via @BI_Science",720624928471584769
655,CADIZ INC,14-Apr-16,RT @EdJoyce: No changes in drought this week in #California #Nevada or #Oregon  @DroughtCenter https://t.co/qs3UOVXa8g #CAdrought https://t…,720614177820274688
656,CADIZ INC,12-Apr-16,"""...there are plenty of worrying signs about the Sierra snowpack, which provides about 30% of Californians' water""  https://t.co/L0s7ctkP9C",719917609064378368
657,CADIZ INC,12-Apr-16,"RT @WSJopinion: Trying to get water to California but torpedoed by regulators, writes @AllysiaFinley: https://t.co/ew3XceHCdi",719903823125291009
658,CADIZ INC,08-Apr-16,Thank you Congresswoman @NormaJTorres for joining growing list of bi-partisan support for the @CadizWater Project. https://t.co/DZbKuoSmM7,718506381146337280
659,CADIZ INC,08-Apr-16,"@SlaterWaterLaw @LIUNA @IE_EconPtnrship Yes, very grateful for @NormaJTorres support of #CadizWater Project https://t.co/DZbKup9YaH",718283321164304384
660,Caesarstone Ltd.,24-May-18,Caesarstone leads the industrial trend with its new Metropolitan Collection  https://t.co/9srWKUNdrO https://t.co/Yb3q1xiUIL,999557575090819074
661,Caesarstone Ltd.,15-Apr-18,"Going to Milan Design Week? These are the 10 must-sees not to be missed, including “Altered States” by Caesarstone &amp; Snarkitecture at Palazzo dell’Ufficio Elettorale di Porta Romana. https://t.co/tBTCzoT1Cy https://t.co/Wv0YaNIzeA",985561332366921729
662,Caesarstone Ltd.,28-Mar-18,Milan Design Week is just around the corner and Snarkitecture are getting ready towards our shared installation. #CSMilan2018 https://t.co/47luGLAx3m https://t.co/6vn6yalgDR,978917458378678274
663,Calavo Growers Inc,14-Aug-20,Congratulations Rob Wedin and Mark Lodge! https://t.co/gtfEGLItqj https://t.co/IQu6bM3f9Z,1294343279836688384
664,Calavo Growers Inc,07-Aug-20,Coming soon to a store near you….  #Calavo #calavogrowers #avocado #avocados #avo #healthy #delicious #superfood #naturesbutter #nature #beauty #hass #perfectfood https://t.co/lQIpIux11K,1291781451675885568
665,Calavo Growers Inc,11-Jun-20,"Throwback to this 1955 store display photo, when #Calavo #Avocados were 2 for 29¢($2.77 in 2020 adjusted for inflation). Our commitment to bringing the finest and freshest avocados to market remains the same &amp; this slogan then is still true today “Good to eat and good for you!” https://t.co/7JNV001DGx",1271218027128696832
666,Calavo Growers Inc,04-Jun-20,"Fair Trade™ avocados aren't just good for the environment. Funds from sales of Calavo’s Fair Trade Certified™ avocados are used in a partnership with local medical providers, providing small producers, workers and their families with access to essential health care services. https://t.co/6OWUhDzkFD",1268566596986929153
667,Calavo Growers Inc,13-May-20,Welcome Kevin Manion! https://t.co/pmk5B4jNUO https://t.co/DRymsMrJRy,1260612106153455617
668,Calavo Growers Inc,05-May-20,You can still celebrate Cinco de Mayo with your favorite Mexican dishes &amp; margaritas at home this year! Not feeling like cooking at home? Order take out from your favorite Mexican restaurant and support your local economy. Add some great music and enjoy the fiesta! #CincoAtHome https://t.co/oEzriTTpsI,1257707383846875136
669,Calavo Growers Inc,22-Apr-20,"Today on #earthday, we celebrate our amazing Earth and are grateful for all it provides. May we all work together to create a cleaner, healthier planet for future generations. https://t.co/QTuqWSUKtE https://t.co/rVbnrscmZ8",1253014110482034688
670,Calavo Growers Inc,07-Apr-20,"Today we wish to acknowledge &amp; thank our entire Calavo, @GardenHighway  &amp; grower workforce! Our teams are working harder than ever to provide safe, healthy, delicious produce and meal solutions to consumers during this trying time of #Covid19. Thank you all…we are proud of you! https://t.co/42QCg3N8Fn",1247647109832048640
671,Calavo Growers Inc,03-Apr-20,#Thankful for everyday #heros!  We appreciate you more than you know.  Stay safe! #Covid_19 #gratitude https://t.co/hMOwFrqAJK,1246209168756731904
672,Calavo Growers Inc,17-Mar-20,"RT @AndNowUKnow: A new successor dons the CEO cap, bolstering the grower’s leadership team with a roster of incoming veteran executives… @c…",1240047221296361473
673,Canaan Inc.,17-Feb-21,"As demand surges on bitcoin’s popularity, Canaan is well-placed to meet the growing demand for mining equipment with our multi-foundry approach. Read more on what our CEO, NG Zhang said about demand for mining machines and bitcoin’s future @Forkast_News https://t.co/0sI89yG9ck",1361859646303080450
674,Canaan Inc.,09-Feb-21,"#ChineseNewYear is upon us. Wishing everyone a happy and prosperous new year. In this new year, I hope you will continue to support me~  Our office will be closed from 10 Feb 2021 to 19 Feb 2021 for the Chinese new year holidays. https://t.co/uGAP19jAAA",1359016747072856066
675,Canaan Inc.,09-Feb-21,"#Tesla Invests $1.5B in #Bitcoin , Plans to Accept Crypto Payments  https://t.co/SBjRT4LGmE",1358972299639021575
676,Canaan Inc.,09-Feb-21,"@Tesla Invests $1.5B in #Bitcoin , Plans to Accept Crypto Payments  https://t.co/SBjRT4LGmE",1358969760344494083
677,Canaan Inc.,09-Feb-21,"@Tesla Invests $1.5B in #Bitcoin , Plans to Accept Crypto Payments  https://t.co/SBjRT4LGmE",1358969411776860161
678,Canaan Inc.,08-Feb-21,US-based ASIC Mining Hardware Retailer Blokforge Reviews Canaan’s Next-Generation A1246 Avalon Miner #BTC #mining https://t.co/yGo1zJA61k,1358678917696036864
679,Canaan Inc.,08-Feb-21,"Crypto Influencer VoskCoin, With Over 200k YouTube Subscribers, Reviews Canaan’s Next-Generation A1246 Avalon Miner #BTC https://t.co/1ar9myRECZ",1358678509497929731
680,Canaan Inc.,05-Feb-21,#AvalonMade  Avalon Made is guarantee of product performance. Avalon Made is guarantee of quality. Avalon Made is guarantee of engineer values. Avalon Made is also craftsmanship. https://t.co/eCXaUJsEGN,1357534459109625858
681,Canaan Inc.,05-Feb-21,"Canaan has launched English-language support for its developer community. This will provide customers with technical support and services, as well as up-to-date information on all our #AI  products. #k210   Read more: https://t.co/IvjDWSvyIN https://t.co/xTtqKDheQc",1357529388598788098
682,Canaan Inc.,04-Feb-21,Welcome to the #AvalonMade family @Core_Scientific! Read all about our latest partnership with one of North America's leading #cryptomining giants on @bitcoinsguide: https://t.co/x2CKiV9EpM,1357199643994583041
683,Can-Fite BioPharma Ltd,24-Jan-19,Can-Fite BioPharma CEO Letter to Shareholders https://t.co/C7NF7Z4oOB,1088415706297917440
684,Can-Fite BioPharma Ltd,20-Jan-19,Can-Fite BioPharma Announces Registered Direct Offering https://t.co/gMFc0nj66y,1086929244792545280
685,Can-Fite BioPharma Ltd,08-Jan-19,Can-Fite: Pre-Clinical Data Positions Namodenoson as an anti-Obesity Agent https://t.co/Wm1a360WoE,1082636133215993856
686,Can-Fite BioPharma Ltd,07-Jan-19,in the Biotech Showcase™ 2019 and BIO One-on-One Partnering™@ JPM 2019 During the JP Morgan Healthcare Conference https://t.co/vZLXm4Txnj,1082211467615711232
687,Can-Fite BioPharma Ltd,11-Dec-18,Can-Fite Enters Into Collaboration Agreement to Explore Namodenoson’s Anti-NASH Effect With Icahn School of Medicine at Mount Sinai in NYC https://t.co/HU9ubkGy3X,1072471034572488704
688,Can-Fite BioPharma Ltd,02-Dec-18,"Can-Fite Reports Third Quarter 2018 Financial Results and Provides Clinical Development Update Revenues for the Nine Months Ended September 30, 2018 Were $3.5 Million Compared to $0.7 Million for the Same Period in 2017 https://t.co/U50uJ2Pc41",1069203668153581569
689,Can-Fite BioPharma Ltd,20-Nov-18,Prior to Phase II Liver Cancer Data Release Can-Fite Brings on Board an Oncologist Expert https://t.co/Lj55vevIyV,1064894292576124931
690,Can-Fite BioPharma Ltd,20-Nov-18,Top Line Results of the Namodenoson Phase II Advanced Liver Cancer Trial Expected Q1/19 https://t.co/QqchBCM1V7,1064893938853715969
691,Can-Fite BioPharma Ltd,21-Oct-18,Can-Fite CEO to present as Expert Speaker on Namodenoson at NASH Summit Europe 2018 https://t.co/ixMsHq1OqR,1053942984285323264
692,Can-Fite BioPharma Ltd,12-Sep-18,Can-Fite  to Present the Anti-Fibrogenic Effects of Namodenoson at the Hepatic Fibrosis Conference of the American Association for the Study of Liver Diseases (AASLD) https://t.co/IqFnmLJFMs,1039837611068674048
693,Capella Education Company,03-Jan-17,Congrats &amp; best wishes to Capella doctoral grad Tammy Duckworth as she is sworn in as a U.S. Senator from IL today: https://t.co/7NVPg8nEWg https://t.co/HGQcsvNSrE,816414162272342017
694,Capella Education Company,03-Jan-17,What’s on the horizon in 2017? CEO Kevin Gilligan shares his big dream for Capella: https://t.co/FBilriombN via @Inc,816387153487872000
695,Capella Education Company,03-Jan-17,"@Arsenault20 Awesome, Andrew! Which PhD program are you working on?",816344576533348352
696,Capella Education Company,03-Jan-17,"@pnhornzb Awesome, Pam! We're so excited to cheer you on!",816344487836479489
697,Capella Education Company,03-Jan-17,"@CharlieB3875 Way to go, Charlie!",816344422338195456
698,Capella Education Company,03-Jan-17,@CPhase2 That's exciting to hear! What program are you working on currently?,816344309192597504
699,Capella Education Company,30-Dec-16,"@RowdyPenguin84 Way to go, David! You got this! #CapellaProud",814941071541211136
700,Capella Education Company,30-Dec-16,Happy New Year! What will you accomplish in 2017? https://t.co/tOOBtotwny,814939614079283201
701,Capella Education Company,29-Dec-16,"Congrats to #CapellaGrad Michelle Wilson Pickrel, recently named one of the 2016 Great 100 Nurses of NC. Inspired? https://t.co/kMV9QY6j8J https://t.co/bdszwL6gic",814582820282789888
702,Capella Education Company,28-Dec-16,Help someone tackle their education &amp; career goals by inviting them to be your study buddy in 2017: https://t.co/zzkChH79xc #highered https://t.co/ji6YVKUtNS,814224165968510978
703,CARBO CERAMICS INC,27-Jul-16,"In Utah, another SCALEGUARD job was successfully pumped to prevent scale build-up, and significantly reduce LOE. https://t.co/gmsgs0hfJM",758336989993246720
704,CARBO CERAMICS INC,26-Jul-16,CARBO is currently seeking a Service Tech/Equipment Operator to join our Midland-based team. https://t.co/98lWHTNL5g https://t.co/LM8WRT9172,758029754763137024
705,CARBO CERAMICS INC,26-Jul-16,FALCON TECHNOLOGIES provides the most advanced and effective systems for SPCC. LEARN MORE: https://t.co/A3UEU3CJ2W. https://t.co/6c65WogxRb,757967308329459712
706,CARBO CERAMICS INC,20-Jul-16,"To stay up-to-date on the latest technical communications, technology updates and news from CARBO, subscribe here: https://t.co/I7G9ifmVds.",755763321907900416
707,CARBO CERAMICS INC,18-Jul-16,CARBO is hiring - we are looking for a dynamic HSE Manager to join our Houston-based team. Apply today at https://t.co/9tGsFeal0R.,755095896107454464
708,CARBO CERAMICS INC,15-Jul-16,Our SITEGUARD seamless secondary containment systems stand up to the application of salt water disposal wells ... https://t.co/qonK0wMMGc.,753966792012394496
709,CARBO CERAMICS INC,14-Jul-16,"STRATAGEN fracture consulting helps enhance production, increase recovery, optimize development and meet objectives. https://t.co/Bi8fywSlXd",753649186038505473
710,CARBO CERAMICS INC,12-Jul-16,"CARBO volunteers visited the #RonaldMcDonaldHouse on Holcombe, in the heart of . . . https://t.co/A8bdcCizca https://t.co/htMtfBT3tS",752873937571381249
711,CARBO CERAMICS INC,07-Jul-16,"A SEAMLESS, IMPERMEABLE LAYER OF PROTECTION FOR YOUR WELLSITE: https://t.co/eE3R4r5Edn https://t.co/urbFZHM0Gh",751121310541942784
712,CARBO CERAMICS INC,05-Jul-16,Another SCALEGUARD job successfully pumped in the Permian to provide long-term protection against scale formation. https://t.co/W8TNXtFlXY,750416837368741888
713,Care Com In,12-Jun-19,"@seasidechic @seasidechic could you DM us with your account information? Name, email address, city and state? Thanks!",1138929518364807171
714,Care Com In,12-Jun-19,"@JHFTJustice I'll be happy to assist you! Please DM us with the full name, email address and city/state associated with your account.",1138860523603341313
715,Care Com In,12-Jun-19,@AB12CD5 We do offer subscription options to members. Caregivers looking for jobs are not required to upgrade to apply for care jobs.  Please let us know how we can assist further.,1138641484956295174
